263	保定	承德	360.856	6.014266667	5.155085714	4.5107
264	承德	保定	361.286	6.021433333	5.161228571	4.516075
265	保定	北京	152.653	2.544216667	2.180757143	1.9081625
266	北京	保定	153.024	2.5504	2.186057143	1.9128
267	保定	唐山	276.979	4.616316667	3.956842857	3.4622375
268	唐山	保定	276.7	4.611666667	3.952857143	3.45875
269	保定	秦皇岛	415.137	6.91895	5.930528571	5.1892125
270	秦皇岛	保定	414.798	6.9133	5.925685714	5.184975
271	保定	天津	170.018	2.833633333	2.428828571	2.125225
272	天津	保定	170.693	2.844883333	2.438471429	2.1336625
273	石家庄	徐州	555.411	9.25685	7.934442857	6.9426375
274	徐州	石家庄	555.279	9.25465	7.932557143	6.9409875
275	石家庄	合肥	819.156	13.6526	11.70222857	10.23945
276	合肥	石家庄	820.261	13.67101667	11.71801429	10.2532625
277	石家庄	南京	863.014	14.38356667	12.32877143	10.787675
278	南京	石家庄	862.809	14.38015	12.32584286	10.7851125
279	石家庄	镇江	891.179	14.85298333	12.73112857	11.1397375
280	镇江	石家庄	891.335	14.85558333	12.73335714	11.1416875
281	石家庄	常州	961.312	16.02186667	13.73302857	12.0164
282	常州	石家庄	963.123	16.05205	13.7589	12.0390375
283	石家庄	无锡	1009.196	16.81993333	14.41708571	12.61495
284	无锡	石家庄	1008.221	16.80368333	14.40315714	12.6027625
285	石家庄	苏州	1039.482	17.3247	14.84974286	12.993525
286	苏州	石家庄	1037.46	17.291	14.82085714	12.96825
287	石家庄	上海	1097.654	18.29423333	15.68077143	13.720675
288	上海	石家庄	1095.098	18.25163333	15.64425714	13.688725
289	石家庄	杭州	1132.381	18.87301667	16.17687143	14.1547625
290	杭州	石家庄	1132.04	18.86733333	16.172	14.1505
291	石家庄	宁波	1248.325	20.80541667	17.83321429	15.6040625
292	宁波	石家庄	1246.035	20.76725	17.8005	15.5754375
293	石家庄	张家口	362.676	6.0446	5.181085714	4.53345
294	张家口	石家庄	362.528	6.042133333	5.178971429	4.5316
295	石家庄	承德	494.75	8.245833333	7.067857143	6.184375
296	承德	石家庄	495.356	8.255933333	7.076514286	6.19195
297	石家庄	北京	286.547	4.775783333	4.093528571	3.5818375
298	北京	石家庄	287.094	4.7849	4.101342857	3.588675
299	石家庄	唐山	408.569	6.809483333	5.8367	5.1071125
300	唐山	石家庄	409.65	6.8275	5.852142857	5.120625
301	石家庄	秦皇岛	546.727	9.112116667	7.810385714	6.8340875
302	秦皇岛	石家庄	547.748	9.129133333	7.824971429	6.84685
303	石家庄	天津	301.608	5.0268	4.308685714	3.7701
304	天津	石家庄	303.643	5.060716667	4.337757143	3.7955375
305	石家庄	保定	136.009	2.266816667	1.942985714	1.7001125
306	保定	石家庄	136.126	2.268766667	1.944657143	1.701575
307	太原	徐州	715.166	11.91943333	10.21665714	8.939575
308	徐州	太原	717.164	11.95273333	10.2452	8.96455
309	太原	合肥	939.361	15.65601667	13.41944286	11.7420125
310	合肥	太原	938.868	15.6478	13.4124	11.73585
311	太原	南京	1004.444	16.74073333	14.3492	12.55555
312	南京	太原	1005.397	16.75661667	14.36281429	12.5674625
313	太原	镇江	1047.291	17.45485	14.9613	13.0911375
314	镇江	太原	1047.043	17.45071667	14.95775714	13.0880375
315	太原	常州	1117.424	18.62373333	15.9632	13.9678
316	常州	太原	1118.831	18.64718333	15.9833	13.9853875
317	太原	无锡	1171.02	19.517	16.72885714	14.63775
318	无锡	太原	1172.476	19.54126667	16.74965714	14.65595
319	太原	苏州	1205.233	20.08721667	17.21761429	15.0654125
320	苏州	太原	1205.777	20.09628333	17.22538571	15.0722125
321	太原	上海	1283.256	21.3876	18.33222857	16.0407
322	上海	太原	1282.821	21.38035	18.32601429	16.0352625
323	太原	杭州	1273.811	21.23018333	18.1973	15.9226375
324	杭州	太原	1274.628	21.2438	18.20897143	15.93285
325	太原	宁波	1414.076	23.56793333	20.20108571	17.67595
326	宁波	太原	1414.352	23.57253333	20.20502857	17.6794
